source_row,dataset_id,food_name,category,before_filename,before_mass_g,after_filename,after_mass_g,observer_score,status,reason
228,230,Ayam Bumbu Srundeng,010,010_187_DSC_0355_bef.JPG,57,010_187_DSC_0388_aft.JPG,55,1,matched_valid,
229,231,Ayam Bumbu Srundeng,010,010_188_DSC_0353_bef.JPG,47,010_188_DSC_0417_aft.JPG,0,7,matched_valid,
230,232,Ayam Bumbu Srundeng,010,010_189_DSC_0357_bef.JPG,58,010_189_DSC_0394_aft.JPG,57,1,matched_valid,
231,233,Ayam Bumbu Srundeng,010,010_190_DSC_0367_bef.JPG,68,010_190_DSC_0408_aft.JPG,0,7,matched_valid,
232,234,Ayam Bumbu Srundeng,010,010_191_DSC_0363_bef.JPG,87,010_191_DSC_0404_aft.JPG,16,6,matched_valid,
233,235,Ayam Bumbu Srundeng,010,010_192_DSC_0359_bef.JPG,52,010_192_DSC_0397_aft.JPG,0,7,matched_valid,
234,236,Ayam Bumbu Srundeng,010,010_193_DSC_0361_bef.JPG,44,010_193_DSC_0385_aft.JPG,42,1,matched_valid,
235,237,Rendang ayam,011,011_194_DSC_0452_bef.JPG,62,011_194_DSC_0511_aft.JPG,0,7,matched_valid,
236,238,Rendang ayam,011,011_195_DSC_0458_bef.JPG,66,011_195_DSC_0506_aft.JPG,66,1,matched_valid,
237,239,Rendang ayam,011,011_196_DSC_0445_bef.JPG,53,011_196_DSC_0475_aft.JPG,23,6,matched_valid,
238,240,Rendang ayam,011,011_197_DSC_0441_bef.JPG,69,011_197_DSC_0480_aft.JPG,0,7,matched_valid,
239,241,Rendang ayam,011,011_198_DSC_0444_bef.JPG,46,011_198_DSC_0473_aft.JPG,0,7,matched_valid,
240,242,Rendang ayam,011,011_199_DSC_0460_bef.JPG,38,011_199_DSC_0497_aft.JPG,0,7,matched_valid,
241,243,Rendang ayam,011,011_200_DSC_0463_bef.JPG,86,011_200_DSC_0500_aft.JPG,24,7,matched_valid,
242,244,Rendang ayam,011,011_201_DSC_0438_bef.JPG,65,011_201_DSC_0487_aft.JPG,31,6,matched_valid,
243,245,Rendang ayam,011,011_202_DSC_0436_bef.JPG,53,011_202_DSC_0490_aft.JPG,39,3,matched_valid,
244,246,Rendang ayam,011,011_285_DSC_0354_bef.JPG,69,011_285_DSC_0394_aft.JPG,68,1,matched_valid,
245,247,Rendang ayam,011,011_286_DSC_0353_bef.JPG,63,011_286_DSC_0388_aft.JPG,63,1,matched_valid,
246,248,Rendang ayam,011,011_287_DSC_0352_bef.JPG,44,011_287_DSC_0392_aft.JPG,31,2,matched_valid,
247,249,Rendang ayam,011,011_288_DSC_0335_bef.JPG,40,011_288_DSC_0370_aft.JPG,23,6,matched_valid,
248,250,Rendang ayam,011,011_289_DSC_0337_bef.JPG,38,011_289_DSC_0374_aft.JPG,29,3,matched_valid,
249,251,Rendang ayam,011,011_290_DSC_0325_bef.JPG,49,011_290_DSC_0360_aft.JPG,13,7,matched_valid,
250,252,Rendang ayam,011,011_291_DSC_0317_bef.JPG,45,011_291_DSC_0399_aft.JPG,24,6,matched_valid,
251,253,Rendang ayam,011,011_292_DSC_0331_bef.JPG,43,011_292_DSC_0363_aft.JPG,24,5,matched_valid,
252,254,Rendang ayam,011,011_293_DSC_0329_bef.JPG,50,011_293_DSC_0379_aft.JPG,0,7,matched_valid,
253,255,Ayam bumbu laos,012,012_204_DSC_0554_bef.JPG,52,012_204_DSC_0582_aft.JPG,48,2,matched_valid,
254,256,Ayam bumbu laos,012,012_205_DSC_0558_bef.JPG,59,012_205_DSC_0575_aft.JPG,18,6,matched_valid,
255,258,Ayam bumbu laos,012,012_207_DSC_0544_bef.JPG,59,012_207_DSC_0587_aft.JPG,59,1,matched_valid,
256,259,Ayam bumbu laos,012,012_208_DSC_0540_bef.JPG,46,012_208_DSC_0594_aft.JPG,0,7,matched_valid,
257,260,Ayam bumbu laos,012,012_209_DSC_0526_bef.JPG,56,012_209_DSC_0530_aft.JPG,56,1,matched_valid,
258,261,Ayam bumbu laos,012,012_210_DSC_0528_bef.JPG,59,012_210_DSC_0534_aft.JPG,59,1,matched_valid,
259,262,Ayam bumbu laos,012,012_294_DSC_0408_bef.JPG,49,012_294_DSC_0485_aft.JPG,20,7,matched_valid,
260,263,Ayam bumbu laos,012,012_295_DSC_0406_bef.JPG,37,012_295_DSC_0483_aft.JPG,18,5,matched_valid,
261,264,Ayam bumbu laos,012,012_296_DSC_0404_bef.JPG,41,012_296_DSC_0480_aft.JPG,37,3,matched_valid,
262,265,Ayam bumbu laos,012,012_297_DSC_0410_bef.JPG,39,012_297_DSC_0457_aft.JPG,0,7,matched_valid,
263,266,Ayam bumbu laos,012,012_298_DSC_0426_bef.JPG,60,012_298_DSC_0492_aft.JPG,54,1,matched_valid,
264,267,Ayam bumbu laos,012,012_299_DSC_0430_bef.JPG,54,012_299_DSC_0498_aft.JPG,31,6,matched_valid,
265,268,Ayam bumbu laos,012,012_300_DSC_0440_bef.JPG,57,012_300_DSC_0470_aft.JPG,46,1,matched_valid,
266,269,Ayam bumbu laos,012,012_301_DSC_0442_bef.JPG,65,012_301_DSC_0464_aft.JPG,54,4,matched_valid,
267,270,Ayam bumbu laos,012,012_302_DSC_0448_bef.JPG,58,012_302_DSC_0474_aft.JPG,58,1,matched_valid,
268,271,Ayam bumbu laos,012,012_303_DSC_0417_bef.JPG,45,012_303_DSC_0460_aft.JPG,45,1,matched_valid,
269,272,Ayam bumbu bistik,013,013_211_DSC_0634_bef.JPG,54,013_211_DSC_0688_aft.JPG,54,1,matched_valid,
270,273,Ayam bumbu bistik,013,013_212_DSC_0604_bef.JPG,42,013_212_DSC_0700_aft.JPG,41,1,matched_valid,
271,274,Ayam bumbu bistik,013,013_213_DSC_0620_bef.JPG,50,013_213_DSC_0658_aft.JPG,23,6,matched_valid,
272,275,Ayam bumbu bistik,013,013_214_DSC_0617_bef.JPG,54,013_214_DSC_0663_aft.JPG,0,7,matched_valid,
273,276,Ayam bumbu bistik,013,013_215_DSC_0625_bef.JPG,67,013_215_DSC_0673_aft.JPG,37,5,matched_valid,
274,277,Ayam bumbu bistik,013,013_216_DSC_0608_bef.JPG,54,013_216_DSC_0694_aft.JPG,21,4,matched_valid,
275,278,Ayam bumbu bistik,013,013_217_DSC_0611_bef.JPG,61,013_217_DSC_0698_aft.JPG,0,7,matched_valid,
276,279,Ayam bumbu bistik,013,013_218_DSC_0601_bef.JPG,68,013_218_DSC_0666_aft.JPG,23,6,matched_valid,
277,280,Ayam bumbu bistik,013,013_219_DSC_0624_bef.JPG,57,013_219_DSC_0685_aft.JPG,7,6,matched_valid,
278,281,Ayam bumbu bistik,013,013_220_DSC_0627_bef.JPG,52,013_220_DSC_0676_aft.JPG,34,4,matched_valid,
279,282,Ayam bumbu bistik,013,013_221_DSC_0629_bef.JPG,58,013_221_DSC_0681_aft.JPG,30,5,matched_valid,
280,283,Ayam bumbu bistik,013,013_304_DSC_0539_bef.JPG,49,013_304_DSC_0589_aft.JPG,48,1,matched_valid,
281,284,Ayam bumbu bistik,013,013_305_DSC_0537_bef.JPG,43,013_305_DSC_0592_aft.JPG,0,7,matched_valid,
282,285,Ayam bumbu bistik,013,013_306_DSC_0535_bef.JPG,48,013_306_DSC_0595_aft.JPG,0,7,matched_valid,
283,286,Ayam bumbu bistik,013,013_307_DSC_0523_bef.JPG,45,013_307_DSC_0578_aft.JPG,20,6,matched_valid,
284,287,Ayam bumbu bistik,013,013_308_DSC_0521_bef.JPG,44,013_308_DSC_0584_aft.JPG,0,7,matched_valid,
285,288,Ayam bumbu bistik,013,013_309_DSC_0500_bef.JPG,68,013_309_DSC_0563_aft.JPG,28,6,matched_valid,
286,289,Ayam bumbu bistik,013,013_310_DSC_0506_bef.JPG,85,013_310_DSC_0559_aft.JPG,0,7,matched_valid,
287,290,Ayam bumbu bistik,013,013_311_DSC_0503_bef.JPG,64,013_311_DSC_0553_aft.JPG,0,7,matched_valid,
288,291,Ayam bumbu bistik,013,013_312_DSC_0509_bef.JPG,50,013_312_DSC_0574_aft.JPG,24,4,matched_valid,
289,292,Ayam bumbu bistik,013,013_313_DSC_0512_bef.JPG,49,013_313_DSC_0569_aft.JPG,1,7,matched_valid,
290,293,Ayam bumbu bistik,013,013_314_DSC_0518_bef.JPG,55,013_314_DSC_0601_aft.JPG,0,7,matched_valid,
291,295,ikan bb asam manis,014,014_223_DSC_0722_bef.JPG,53,014_223_DSC_0810_aft.JPG,0,7,matched_valid,
292,296,ikan bb asam manis,014,014_224_DSC_0733_bef.JPG,44,014_224_DSC_0788_aft.JPG,31,3,matched_valid,
293,297,ikan bb asam manis,014,014_225_DSC_0741_bef.JPG,60,014_225_DSC_0786_aft.JPG,19,4,matched_valid,
294,298,ikan bb asam manis,014,014_226_DSC_0706_bef.JPG,36,014_226_DSC_0760_aft.JPG,0,7,matched_valid,
295,299,ikan bb asam manis,014,014_227_DSC_0715_bef.JPG,25,014_227_DSC_0763_aft.JPG,3,6,matched_valid,
296,300,ikan bb asam manis,014,014_228_DSC_0725_bef.JPG,55,014_228_DSC_0795_aft.JPG,0,7,matched_valid,
297,301,ikan bb asam manis,014,014_229_DSC_0728_bef.JPG,37,014_229_DSC_0799_aft.JPG,34,3,matched_valid,
298,302,ikan bb asam manis,014,014_230_DSC_0710_bef.JPG,48,014_230_DSC_0768_aft.JPG,13,6,matched_valid,
299,303,ikan bb asam manis,014,014_231_DSC_0737_bef.JPG,56,014_231_DSC_0781_aft.JPG,0,7,matched_valid,
300,304,ikan bb asam manis,014,014_232_DSC_0705_bef.JPG,44,014_232_DSC_0771_aft.JPG,40,2,matched_valid,
301,305,ikan bb asam manis,014,014_233_DSC_0708_bef.JPG,46,014_233_DSC_0775_aft.JPG,20,4,matched_valid,
302,306,ikan bb asam manis,014,014_315_DSC_0619_bef.JPG,26,014_315_DSC_0638_aft.JPG,0,7,matched_valid,
303,307,ikan bb asam manis,014,014_316_DSC_0621_bef.JPG,35,014_316_DSC_0641_aft.JPG,0,7,matched_valid,
304,308,ikan bb asam manis,014,014_317_DSC_0610_bef.JPG,24,014_317_DSC_0635_aft.JPG,2,7,matched_valid,
305,309,Telur Mata Sapi,015,015_255_DSC_0014_bef.JPG,50,015_255_DSC_0093_aft.JPG,0,7,matched_valid,
306,310,Telur Mata Sapi,015,015_256_DSC_0016_bef.JPG,47,015_256_DSC_0089_aft.JPG,0,7,matched_valid,
307,311,Telur Mata Sapi,015,015_257_DSC_0018_bef.JPG,46,015_257_DSC_0084_aft.JPG,15,5,matched_valid,
308,312,Telur Mata Sapi,015,015_258_DSC_0050_bef.JPG,45,015_258_DSC_0080_aft.JPG,0,7,matched_valid,
309,313,Telur Mata Sapi,015,015_259_DSC_0045_bef.JPG,39,015_259_DSC_0077_aft.JPG,18,5,matched_valid,
310,314,Telur Mata Sapi,015,015_260_DSC_0030_bef.JPG,58,015_260_DSC_0096_aft.JPG,4,6,matched_valid,
311,315,Telur Mata Sapi,015,015_261_DSC_0036_bef.JPG,47,015_261_DSC_0105_aft.JPG,0,7,matched_valid,
312,317,Telur Mata Sapi,015,015_263_DSC_0042_bef.JPG,57,015_263_DSC_0120_aft.JPG,56,1,matched_valid,
313,318,Telur Mata Sapi,015,015_264_DSC_0020_bef.JPG,44,015_264_DSC_0112_aft.JPG,0,7,matched_valid,
314,319,Telur Mata Sapi,015,015_318_DSC_0049_bef.JPG,39,015_318_DSC_0091_aft.JPG,39,1,matched_valid,
315,320,Telur Mata Sapi,015,015_319_DSC_0041_bef.JPG,48,015_319_DSC_0078_aft.JPG,41,7,matched_valid,
316,321,Telur Mata Sapi,015,015_336_DSC_0607_bef.JPG,46,015_336_DSC_0695_aft.JPG,0,7,matched_valid,
317,322,Telur Mata Sapi,015,015_337_DSC_0613_bef.JPG,51,015_337_DSC_0699_aft.JPG,0,7,matched_valid,
318,323,Telur Mata Sapi,015,015_338_DSC_0600_bef.JPG,48,015_338_DSC_0667_aft.JPG,0,7,matched_valid,
319,324,Telur Mata Sapi,015,015_372_DSC_0540_bef.JPG,45,015_372_DSC_0588_aft.JPG,44,1,matched_valid,
320,325,Telur Mata Sapi,015,015_373_DSC_0501_bef.JPG,49,015_373_DSC_0564_aft.JPG,4,6,matched_valid,
321,326,Telur Mata Sapi,015,015_374_DSC_0507_bef.JPG,48,015_374_DSC_0560_aft.JPG,0,7,matched_valid,
322,327,Telur Mata Sapi,015,015_375_DSC_0504_bef.JPG,44,015_375_DSC_0554_aft.JPG,0,7,matched_valid,
323,328,Telur Mata Sapi,015,015_376_DSC_0510_bef.JPG,50,015_376_DSC_0575_aft.JPG,0,7,matched_valid,
324,330,Telur Mata Sapi,015,015_378_DSC_0519_bef.JPG,54,015_378_DSC_0600_aft.JPG,25,4,matched_valid,
325,331,Ayam suwir,016,016_320_DSC_0212_bef.JPG,31,016_320_DSC_0256_aft.JPG,0,7,matched_valid,
326,332,Ayam suwir,016,016_321_DSC_0216_bef.JPG,32,016_321_DSC_0247_aft.JPG,24,3,matched_valid,
327,333,Ayam suwir,016,016_322_DSC_0221_bef.JPG,32,016_322_DSC_0252_aft.JPG,11,5,matched_valid,
328,334,Ayam suwir,016,016_360_DSC_0149_bef.JPG,31,016_360_DSC_0196_aft.JPG,0,7,matched_valid,
329,335,Ayam suwir,016,016_379_DSC_0611_bef.JPG,30,016_379_DSC_0634_aft.JPG,0,7,matched_valid,
330,336,Oseng Bakso,017,017_323_DSC_0372_bef.JPG,25,017_323_DSC_0424_aft.JPG,4,6,matched_valid,
331,337,Oseng Bakso,017,017_324_DSC_0375_bef.JPG,24,017_324_DSC_0413_aft.JPG,13,4,matched_valid,
332,338,Oseng Bakso,017,017_325_DSC_0368_bef.JPG,22,017_325_DSC_0409_aft.JPG,0,7,matched_valid,
333,339,Oseng Bakso,017,017_326_DSC_0365_bef.JPG,23,017_326_DSC_0405_aft.JPG,15,4,matched_valid,
334,340,Oseng Bakso,017,017_327_DSC_0360_bef.JPG,21,017_327_DSC_0399_aft.JPG,0,7,matched_valid,
335,341,Oseng Sosis,018,018_328_DSC_0451_bef.JPG,19,018_328_DSC_0513_aft.JPG,14,2,matched_valid,
336,342,Oseng Sosis,018,018_329_DSC_0459_bef.JPG,21,018_329_DSC_0507_aft.JPG,20,1,matched_valid,
337,343,Oseng Sosis,018,018_330_DSC_0461_bef.JPG,22,018_330_DSC_0498_aft.JPG,0,7,matched_valid,
338,344,Oseng Sosis,018,018_331_DSC_0465_bef.JPG,21,018_331_DSC_0501_aft.JPG,0,7,matched_valid,
339,345,Sambel Goreng Rempela Ati,019,019_332_DSC_0556_bef.JPG,12,019_332_DSC_0584_aft.JPG,12,1,matched_valid,
340,346,Sambel Goreng Rempela Ati,019,019_333_DSC_0560_bef.JPG,11,019_333_DSC_0576_aft.JPG,0,7,matched_valid,
341,347,Sambel Goreng Rempela Ati,019,019_334_DSC_0546_bef.JPG,19,019_334_DSC_0588_aft.JPG,20,1,matched_excluded,after_mass_exceeds_before_mass
342,348,Sambel Goreng Rempela Ati,019,019_335_DSC_0541_bef.JPG,24,019_335_DSC_0597_aft.JPG,2,6,matched_valid,
343,349,Sambel Goreng Rempela Ati,019,019_345_DSC_0825_bef.JPG,25,019_345_DSC_0883_aft.JPG,0,7,matched_valid,
344,350,Sambel Goreng Rempela Ati,019,019_346_DSC_0832_bef.JPG,11,019_346_DSC_0905_aft.JPG,11,1,matched_valid,
345,351,Sambel Goreng Rempela Ati,019,019_347_DSC_0846_bef.JPG,44,019_347_DSC_0887_aft.JPG,0,7,matched_valid,
346,353,Sambel Goreng Rempela Ati,019,019_349_DSC_0855_bef.JPG,4,019_349_DSC_0894_aft.JPG,4,1,matched_valid,
347,354,Sambel Goreng Rempela Ati,019,019_355_DSC_0031_bef.JPG,17,019_355_DSC_0099_aft.JPG,16,1,matched_valid,
348,355,Sambel Goreng Rempela Ati,019,019_356_DSC_0033_bef.JPG,17,019_356_DSC_0103_aft.JPG,4,6,matched_valid,
349,356,Sambel Goreng Rempela Ati,019,019_357_DSC_0039_bef.JPG,29,019_357_DSC_0123_aft.JPG,28,1,matched_valid,
350,358,Sambel Goreng Rempela Ati,019,019_359_DSC_0023_bef.JPG,17,019_359_DSC_0109_aft.JPG,16,1,matched_valid,
351,359,Sambel Goreng Rempela Ati,019,019_369_DSC_0428_bef.JPG,10,019_369_DSC_0494_aft.JPG,10,1,matched_valid,
352,360,Sambel Goreng Rempela Ati,019,019_370_DSC_0432_bef.JPG,6,019_370_DSC_0499_aft.JPG,0,7,matched_valid,
353,361,Sambel Goreng Rempela Ati,019,019_371_DSC_0419_bef.JPG,18,019_371_DSC_0461_aft.JPG,18,1,matched_valid,
354,362,bola bola daging,020,020_339_DSC_0718_bef.JPG,29,020_339_DSC_0804_aft.JPG,24,4,matched_valid,
355,363,bola bola daging,020,020_340_DSC_0721_bef.JPG,29,020_340_DSC_0809_aft.JPG,0,7,matched_valid,
356,364,bola bola daging,020,020_341_DSC_0739_bef.JPG,31,020_341_DSC_0785_aft.JPG,0,7,matched_valid,
357,365,bola bola daging,020,020_342_DSC_0724_bef.JPG,36,020_342_DSC_0794_aft.JPG,0,7,matched_valid,
358,366,bola bola daging,020,020_343_DSC_0727_bef.JPG,29,020_343_DSC_0800_aft.JPG,0,7,matched_valid,
359,367,bola bola daging,020,020_344_DSC_0735_bef.JPG,34,020_344_DSC_0780_aft.JPG,0,7,matched_valid,
360,368,tumis bakso,021,021_350_DSC_0918_bef.JPG,13,021_350_DSC_0991_aft.JPG,0,7,matched_valid,
361,369,tumis bakso,021,021_351_DSC_0928_bef.JPG,18,021_351_DSC_0006_aft.JPG,13,2,matched_valid,
362,370,tumis bakso,021,021_352_DSC_0932_bef.JPG,25,021_352_DSC_0997_aft.JPG,25,1,matched_valid,
363,372,tumis bakso,021,021_354_DSC_0945_bef.JPG,21,021_354_DSC_0001_aft.JPG,0,7,matched_valid,
364,373,tumis bakso,021,021_361_DSC_0228_bef.JPG,12,021_361_DSC_0279_aft.JPG,0,7,matched_valid,
365,374,tumis bakso,021,021_362_DSC_0238_bef.JPG,17,021_362_DSC_0292_aft.JPG,0,7,matched_valid,
366,375,tumis bakso,021,021_363_DSC_0234_bef.JPG,17,021_363_DSC_0298_aft.JPG,0,7,matched_valid,
367,376,tumis bakso,021,021_364_DSC_0242_bef.JPG,13,021_364_DSC_0282_aft.JPG,7,2,matched_valid,
368,377,tumis bakso,021,021_365_DSC_0326_bef.JPG,27,021_365_DSC_0364_aft.JPG,0,7,matched_valid,
369,378,tumis bakso,021,021_366_DSC_0319_bef.JPG,43,021_366_DSC_0400_aft.JPG,14,6,matched_valid,
370,379,tumis bakso,021,021_367_DSC_0334_bef.JPG,17,021_367_DSC_0367_aft.JPG,0,7,matched_valid,
371,380,tumis bakso,021,021_368_DSC_0330_bef.JPG,13,021_368_DSC_0380_aft.JPG,0,7,matched_valid,
372,381,Dadar jagung goreng,022,022_380_DSC_0019_bef.JPG,29,022_380_DSC_0031_aft.JPG,29,1,matched_valid,
373,382,Dadar jagung goreng,022,022_456_DSC_0826_bef.JPG,34,022_456_DSC_0882_aft.JPG,0,7,matched_valid,
374,383,Dadar jagung goreng,022,022_457_DSC_0862_bef.JPG,31,022_457_DSC_0912_aft.JPG,0,7,matched_valid,
375,385,Dadar jagung goreng,022,022_459_DSC_0839_bef.JPG,28,022_459_DSC_0875_aft.JPG,2,6,matched_valid,
376,386,Dadar jagung goreng,022,022_460_DSC_0836_bef.JPG,19,022_460_DSC_0874_aft.JPG,0,7,matched_valid,
377,387,Dadar jagung goreng,022,022_461_DSC_0838_bef.JPG,28,022_461_DSC_0869_aft.JPG,0,7,matched_valid,
378,388,Bali Tahu,023,023_381_DSC_0064_bef.JPG,35,023_381_DSC_0106_aft.JPG,33,2,matched_valid,
379,389,Bali Tahu,023,023_382_DSC_0068_bef.JPG,41,023_382_DSC_0093_aft.JPG,41,1,matched_valid,
380,391,Bali Tahu,023,023_384_DSC_0046_bef.JPG,35,023_384_DSC_0083_aft.JPG,34,1,matched_valid,
381,392,Bali Tahu,023,023_385_DSC_0047_bef.JPG,38,023_385_DSC_0080_aft.JPG,0,7,matched_valid,
382,393,Bali Tahu,023,023_386_DSC_0051_bef.JPG,67,023_386_DSC_0090_aft.JPG,64,1,matched_valid,
383,394,Bali Tahu,023,023_387_DSC_0040_bef.JPG,51,023_387_DSC_0076_aft.JPG,47,1,matched_valid,
384,395,Bali Tahu,023,023_388_DSC_0063_bef.JPG,34,023_388_DSC_0104_aft.JPG,0,7,matched_valid,
385,396,Bali Tahu,023,023_429_DSC_0545_bef.JPG,41,023_429_DSC_0589_aft.JPG,41,1,matched_valid,
386,397,Bali Tahu,023,023_430_DSC_0543_bef.JPG,25,023_430_DSC_0596_aft.JPG,0,7,matched_valid,
387,398,Bali Tahu,023,023_432_DSC_0533_bef.JPG,18,023_432_DSC_0535_aft.JPG,18,1,matched_valid,
388,399,Bali Tahu,023,023_477_DSC_0065_bef.JPG,18,023_477_DSC_0092_aft.JPG,0,7,matched_valid,
389,400,Bali Tahu,023,023_478_DSC_0064_bef.JPG,30,023_478_DSC_0070_aft.JPG,0,7,matched_valid,
390,401,Bali Tahu,023,023_479_DSC_0068_bef.JPG,18,023_479_DSC_0083_aft.JPG,0,7,matched_valid,
391,402,Bali Tahu,023,023_480_DSC_0069_bef.JPG,20,023_480_DSC_0081_aft.JPG,0,7,matched_valid,
392,403,Bali Tahu,023,023_481_DSC_0046_bef.JPG,35,023_481_DSC_0075_aft.JPG,34,1,matched_valid,
393,404,Bali Tahu,023,023_482_DSC_0029_bef.JPG,35,023_482_DSC_0097_aft.JPG,0,7,matched_valid,
394,405,Bali Tahu,023,023_483_DSC_0035_bef.JPG,35,023_483_DSC_0106_aft.JPG,0,7,matched_valid,
395,407,Bali Tahu,023,023_485_DSC_0041_bef.JPG,36,023_485_DSC_0122_aft.JPG,35,1,matched_valid,
396,408,Bali Tahu,023,023_486_DSC_0021_bef.JPG,36,023_486_DSC_0110_aft.JPG,0,7,matched_valid,
397,409,Bali Tahu,023,023_522_DSC_0441_bef.JPG,35,023_522_DSC_0471_aft.JPG,34,1,matched_valid,
398,410,Bali Tahu,023,023_523_DSC_0443_bef.JPG,43,023_523_DSC_0465_aft.JPG,38,2,matched_valid,
399,411,Bali Tahu,023,023_524_DSC_0450_bef.JPG,36,023_524_DSC_0475_aft.JPG,36,1,matched_valid,
400,412,Perkedel Kentang,024,024_389_DSC_0129_bef.JPG,34,024_389_DSC_0166_aft.JPG,34,1,matched_valid,
401,413,Perkedel Kentang,024,024_390_DSC_0147_bef.JPG,32,024_390_DSC_0171_aft.JPG,0,7,matched_valid,
402,414,Perkedel Kentang,024,024_391_DSC_0159_bef.JPG,32,024_391_DSC_0174_aft.JPG,0,7,matched_valid,
403,415,Perkedel Kentang,024,024_416_DSC_0453_bef.JPG,34,024_416_DSC_0512_aft.JPG,0,7,matched_valid,
404,416,Perkedel Kentang,024,024_417_DSC_0457_bef.JPG,36,024_417_DSC_0508_aft.JPG,36,1,matched_valid,
405,417,Perkedel Kentang,024,024_418_DSC_0446_bef.JPG,33,024_418_DSC_0476_aft.JPG,0,7,matched_valid,
406,418,Perkedel Kentang,024,024_419_DSC_0442_bef.JPG,31,024_419_DSC_0481_aft.JPG,0,7,matched_valid,
407,419,Perkedel Kentang,024,024_420_DSC_0443_bef.JPG,41,024_420_DSC_0474_aft.JPG,0,7,matched_valid,
408,420,Perkedel Kentang,024,024_421_DSC_0462_bef.JPG,33,024_421_DSC_0496_aft.JPG,0,7,matched_valid,
409,421,Perkedel Kentang,024,024_422_DSC_0464_bef.JPG,32,024_422_DSC_0502_aft.JPG,0,7,matched_valid,
410,422,Perkedel Kentang,024,024_423_DSC_0437_bef.JPG,27,024_423_DSC_0488_aft.JPG,0,7,matched_valid,
411,423,Perkedel Kentang,024,024_424_DSC_0435_bef.JPG,35,024_424_DSC_0491_aft.JPG,15,4,matched_valid,
412,424,Perkedel Kentang,024,024_425_DSC_0439_bef.JPG,28,024_425_DSC_0485_aft.JPG,0,7,matched_valid,
413,425,Perkedel Kentang,024,024_507_DSC_0350_bef.JPG,28,024_507_DSC_0395_aft.JPG,29,1,matched_excluded,after_mass_exceeds_before_mass
414,426,Perkedel Kentang,024,024_508_DSC_0349_bef.JPG,27,024_508_DSC_0389_aft.JPG,0,7,matched_valid,
415,427,Perkedel Kentang,024,024_509_DSC_0351_bef.JPG,27,024_509_DSC_0391_aft.JPG,16,4,matched_valid,
416,428,Perkedel Kentang,024,024_510_DSC_0336_bef.JPG,24,024_510_DSC_0372_aft.JPG,0,7,matched_valid,
417,429,Perkedel Kentang,024,024_511_DSC_0338_bef.JPG,24,024_511_DSC_0375_aft.JPG,8,5,matched_valid,
418,430,Perkedel Kentang,024,024_512_DSC_0322_bef.JPG,27,024_512_DSC_0365_aft.JPG,0,7,matched_valid,
419,431,Perkedel Kentang,024,024_513_DSC_0318_bef.JPG,26,024_513_DSC_0402_aft.JPG,0,7,matched_valid,
420,432,Perkedel Kentang,024,024_514_DSC_0315_bef.JPG,25,024_514_DSC_0368_aft.JPG,0,7,matched_valid,
421,433,Perkedel Kentang,024,024_515_DSC_0327_bef.JPG,28,024_515_DSC_0381_aft.JPG,0,7,matched_valid,
422,434,Tahu goreng,025,025_392_DSC_0183_bef.JPG,20,025_392_DSC_0261_aft.JPG,0,7,matched_valid,
423,435,Tahu bumbu kecap,026,026_393_DSC_0178_bef.JPG,32,026_393_DSC_0229_aft.JPG,0,7,matched_valid,
424,436,Tahu bumbu kecap,026,026_394_DSC_0186_bef.JPG,35,026_394_DSC_0236_aft.JPG,29,2,matched_valid,
425,437,Tahu bumbu kecap,026,026_395_DSC_0203_bef.JPG,46,026_395_DSC_0242_aft.JPG,27,4,matched_valid,
426,438,Tahu bumbu kecap,026,026_396_DSC_0210_bef.JPG,57,026_396_DSC_0253_aft.JPG,37,3,matched_valid,
427,439,Tahu bumbu kecap,026,026_397_DSC_0181_bef.JPG,48,026_397_DSC_0225_aft.JPG,0,7,matched_valid,
428,440,Tahu bumbu kecap,026,026_398_DSC_0192_bef.JPG,40,026_398_DSC_0234_aft.JPG,0,7,matched_valid,
429,441,Tahu bumbu kecap,026,026_399_DSC_0214_bef.JPG,37,026_399_DSC_0245_aft.JPG,24,4,matched_valid,
430,442,Tahu bumbu kecap,026,026_400_DSC_0218_bef.JPG,40,026_400_DSC_0250_aft.JPG,37,1,matched_valid,
431,443,Tahu bumbu kecap,026,026_487_DSC_0125_bef.JPG,31,026_487_DSC_0176_aft.JPG,25,2,matched_valid,
432,444,Tahu bumbu kecap,026,026_488_DSC_0128_bef.JPG,37,026_488_DSC_0184_aft.JPG,33,1,matched_valid,
433,445,Tahu bumbu kecap,026,026_489_DSC_0131_bef.JPG,36,026_489_DSC_0188_aft.JPG,0,7,matched_valid,
434,446,Tahu bumbu kecap,026,026_490_DSC_0130_bef.JPG,36,026_490_DSC_0191_aft.JPG,35,1,matched_valid,
435,447,Tahu bumbu kecap,026,026_491_DSC_0135_bef.JPG,29,026_491_DSC_0171_aft.JPG,28,1,matched_valid,
436,448,Tahu bumbu kecap,026,026_492_DSC_0134_bef.JPG,36,026_492_DSC_0179_aft.JPG,0,7,matched_valid,
437,449,Tahu bumbu kecap,026,026_493_DSC_0154_bef.JPG,43,026_493_DSC_0206_aft.JPG,37,3,matched_valid,
438,450,Tahu bumbu kecap,026,026_494_DSC_0158_bef.JPG,41,026_494_DSC_0214_aft.JPG,8,6,matched_valid,
439,451,Tahu bumbu kecap,026,026_495_DSC_0152_bef.JPG,45,026_495_DSC_0202_aft.JPG,40,2,matched_valid,
