sample_id,original_after_path,wrong_after_path,source_sample_id,rule,scope
lefood-0166,leftover dataset/data_after/004/004_165_DSC_0075_aft.JPG,leftover dataset/data_after/004/004_166_DSC_0103_aft.JPG,lefood-0167,within_category_cyclic,training
lefood-0167,leftover dataset/data_after/004/004_166_DSC_0103_aft.JPG,leftover dataset/data_after/004/004_244_DSC_0974_aft.JPG,lefood-0168,within_category_cyclic,training
lefood-0168,leftover dataset/data_after/004/004_244_DSC_0974_aft.JPG,leftover dataset/data_after/004/004_245_DSC_0978_aft.JPG,lefood-0169,within_category_cyclic,training
lefood-0169,leftover dataset/data_after/004/004_245_DSC_0978_aft.JPG,leftover dataset/data_after/004/004_246_DSC_0982_aft.JPG,lefood-0170,within_category_cyclic,training
lefood-0170,leftover dataset/data_after/004/004_246_DSC_0982_aft.JPG,leftover dataset/data_after/004/004_247_DSC_0987_aft.JPG,lefood-0171,within_category_cyclic,training
lefood-0171,leftover dataset/data_after/004/004_247_DSC_0987_aft.JPG,leftover dataset/data_after/004/004_248_DSC_0990_aft.JPG,lefood-0172,within_category_cyclic,training
lefood-0172,leftover dataset/data_after/004/004_248_DSC_0990_aft.JPG,leftover dataset/data_after/004/004_249_DSC_1003_aft.JPG,lefood-0173,within_category_cyclic,training
lefood-0173,leftover dataset/data_after/004/004_249_DSC_1003_aft.JPG,leftover dataset/data_after/004/004_250_DSC_0012_aft.JPG,lefood-0174,within_category_cyclic,training
lefood-0174,leftover dataset/data_after/004/004_250_DSC_0012_aft.JPG,leftover dataset/data_after/004/004_251_DSC_0009_aft.JPG,lefood-0175,within_category_cyclic,training
lefood-0175,leftover dataset/data_after/004/004_251_DSC_0009_aft.JPG,leftover dataset/data_after/004/004_253_DSC_1010_aft.JPG,lefood-0177,within_category_cyclic,training
lefood-0177,leftover dataset/data_after/004/004_253_DSC_1010_aft.JPG,leftover dataset/data_after/004/004_254_DSC_1013_aft.JPG,lefood-0178,within_category_cyclic,training
lefood-0178,leftover dataset/data_after/004/004_254_DSC_1013_aft.JPG,leftover dataset/data_after/000/000_000_DSC_0032_aft.JPG,lefood-0001,same_fold_singleton_swap_donor_preimage,training
lefood-0179,leftover dataset/data_after/005/005_167_DSC_0167_aft.JPG,leftover dataset/data_after/005/005_168_DSC_0170_aft.JPG,lefood-0180,within_category_cyclic,training
lefood-0180,leftover dataset/data_after/005/005_168_DSC_0170_aft.JPG,leftover dataset/data_after/005/005_167_DSC_0167_aft.JPG,lefood-0179,within_category_cyclic,training
lefood-0183,leftover dataset/data_after/007/007_170_DSC_0259_aft.JPG,leftover dataset/data_after/007/007_171_DSC_0227_aft.JPG,lefood-0184,within_category_cyclic,training
lefood-0184,leftover dataset/data_after/007/007_171_DSC_0227_aft.JPG,leftover dataset/data_after/007/007_172_DSC_0235_aft.JPG,lefood-0185,within_category_cyclic,training
lefood-0185,leftover dataset/data_after/007/007_172_DSC_0235_aft.JPG,leftover dataset/data_after/007/007_174_DSC_0257_aft.JPG,lefood-0187,within_category_cyclic,training
lefood-0187,leftover dataset/data_after/007/007_174_DSC_0257_aft.JPG,leftover dataset/data_after/007/007_175_DSC_0226_aft.JPG,lefood-0188,within_category_cyclic,training
lefood-0188,leftover dataset/data_after/007/007_175_DSC_0226_aft.JPG,leftover dataset/data_after/007/007_176_DSC_0233_aft.JPG,lefood-0189,within_category_cyclic,training
lefood-0189,leftover dataset/data_after/007/007_176_DSC_0233_aft.JPG,leftover dataset/data_after/007/007_177_DSC_0246_aft.JPG,lefood-0190,within_category_cyclic,training
lefood-0190,leftover dataset/data_after/007/007_177_DSC_0246_aft.JPG,leftover dataset/data_after/007/007_178_DSC_0251_aft.JPG,lefood-0191,within_category_cyclic,training
lefood-0191,leftover dataset/data_after/007/007_178_DSC_0251_aft.JPG,leftover dataset/data_after/007/007_265_DSC_0177_aft.JPG,lefood-0192,within_category_cyclic,training
lefood-0192,leftover dataset/data_after/007/007_265_DSC_0177_aft.JPG,leftover dataset/data_after/007/007_267_DSC_0187_aft.JPG,lefood-0194,within_category_cyclic,training
lefood-0194,leftover dataset/data_after/007/007_267_DSC_0187_aft.JPG,leftover dataset/data_after/007/007_268_DSC_0190_aft.JPG,lefood-0195,within_category_cyclic,training
lefood-0195,leftover dataset/data_after/007/007_268_DSC_0190_aft.JPG,leftover dataset/data_after/007/007_269_DSC_0172_aft.JPG,lefood-0196,within_category_cyclic,training
lefood-0196,leftover dataset/data_after/007/007_269_DSC_0172_aft.JPG,leftover dataset/data_after/007/007_270_DSC_0178_aft.JPG,lefood-0197,within_category_cyclic,training
lefood-0197,leftover dataset/data_after/007/007_270_DSC_0178_aft.JPG,leftover dataset/data_after/007/007_271_DSC_0205_aft.JPG,lefood-0198,within_category_cyclic,training
lefood-0198,leftover dataset/data_after/007/007_271_DSC_0205_aft.JPG,leftover dataset/data_after/007/007_273_DSC_0201_aft.JPG,lefood-0200,within_category_cyclic,training
lefood-0200,leftover dataset/data_after/007/007_273_DSC_0201_aft.JPG,leftover dataset/data_after/007/007_274_DSC_0209_aft.JPG,lefood-0201,within_category_cyclic,training
lefood-0201,leftover dataset/data_after/007/007_274_DSC_0209_aft.JPG,leftover dataset/data_after/007/007_275_DSC_0197_aft.JPG,lefood-0202,within_category_cyclic,training
lefood-0202,leftover dataset/data_after/007/007_275_DSC_0197_aft.JPG,leftover dataset/data_after/007/007_170_DSC_0259_aft.JPG,lefood-0183,within_category_cyclic,training
lefood-0203,leftover dataset/data_after/008/008_179_DSC_0329_aft.JPG,leftover dataset/data_after/008/008_180_DSC_0323_aft.JPG,lefood-0204,within_category_cyclic,training
lefood-0204,leftover dataset/data_after/008/008_180_DSC_0323_aft.JPG,leftover dataset/data_after/008/008_182_DSC_0304_aft.JPG,lefood-0205,within_category_cyclic,training
lefood-0205,leftover dataset/data_after/008/008_182_DSC_0304_aft.JPG,leftover dataset/data_after/008/008_183_DSC_0302_aft.JPG,lefood-0206,within_category_cyclic,training
lefood-0206,leftover dataset/data_after/008/008_183_DSC_0302_aft.JPG,leftover dataset/data_after/008/008_179_DSC_0329_aft.JPG,lefood-0203,within_category_cyclic,training
lefood-0207,leftover dataset/data_after/009/009_181_DSC_0340_aft.JPG,leftover dataset/data_after/009/009_184_DSC_0318_aft.JPG,lefood-0208,within_category_cyclic,training
lefood-0208,leftover dataset/data_after/009/009_184_DSC_0318_aft.JPG,leftover dataset/data_after/009/009_234_DSC_0881_aft.JPG,lefood-0209,within_category_cyclic,training
lefood-0209,leftover dataset/data_after/009/009_234_DSC_0881_aft.JPG,leftover dataset/data_after/009/009_235_DSC_0911_aft.JPG,lefood-0210,within_category_cyclic,training
lefood-0210,leftover dataset/data_after/009/009_235_DSC_0911_aft.JPG,leftover dataset/data_after/009/009_236_DSC_0914_aft.JPG,lefood-0211,within_category_cyclic,training
lefood-0211,leftover dataset/data_after/009/009_236_DSC_0914_aft.JPG,leftover dataset/data_after/009/009_237_DSC_0876_aft.JPG,lefood-0212,within_category_cyclic,training
lefood-0212,leftover dataset/data_after/009/009_237_DSC_0876_aft.JPG,leftover dataset/data_after/009/009_238_DSC_0871_aft.JPG,lefood-0213,within_category_cyclic,training
lefood-0213,leftover dataset/data_after/009/009_238_DSC_0871_aft.JPG,leftover dataset/data_after/009/009_239_DSC_0868_aft.JPG,lefood-0214,within_category_cyclic,training
lefood-0214,leftover dataset/data_after/009/009_239_DSC_0868_aft.JPG,leftover dataset/data_after/009/009_240_DSC_0904_aft.JPG,lefood-0215,within_category_cyclic,training
lefood-0215,leftover dataset/data_after/009/009_240_DSC_0904_aft.JPG,leftover dataset/data_after/009/009_241_DSC_0886_aft.JPG,lefood-0216,within_category_cyclic,training
lefood-0216,leftover dataset/data_after/009/009_241_DSC_0886_aft.JPG,leftover dataset/data_after/009/009_242_DSC_0893_aft.JPG,lefood-0217,within_category_cyclic,training
lefood-0217,leftover dataset/data_after/009/009_242_DSC_0893_aft.JPG,leftover dataset/data_after/009/009_243_DSC_0895_aft.JPG,lefood-0218,within_category_cyclic,training
lefood-0218,leftover dataset/data_after/009/009_243_DSC_0895_aft.JPG,leftover dataset/data_after/009/009_276_DSC_0275_aft.JPG,lefood-0219,within_category_cyclic,training
lefood-0219,leftover dataset/data_after/009/009_276_DSC_0275_aft.JPG,leftover dataset/data_after/009/009_277_DSC_0303_aft.JPG,lefood-0220,within_category_cyclic,training
lefood-0220,leftover dataset/data_after/009/009_277_DSC_0303_aft.JPG,leftover dataset/data_after/009/009_278_DSC_0307_aft.JPG,lefood-0221,within_category_cyclic,training
lefood-0221,leftover dataset/data_after/009/009_278_DSC_0307_aft.JPG,leftover dataset/data_after/009/009_279_DSC_0269_aft.JPG,lefood-0222,within_category_cyclic,training
lefood-0222,leftover dataset/data_after/009/009_279_DSC_0269_aft.JPG,leftover dataset/data_after/009/009_280_DSC_0278_aft.JPG,lefood-0223,within_category_cyclic,training
lefood-0223,leftover dataset/data_after/009/009_280_DSC_0278_aft.JPG,leftover dataset/data_after/009/009_281_DSC_0291_aft.JPG,lefood-0224,within_category_cyclic,training
lefood-0224,leftover dataset/data_after/009/009_281_DSC_0291_aft.JPG,leftover dataset/data_after/009/009_282_DSC_0297_aft.JPG,lefood-0225,within_category_cyclic,training
lefood-0225,leftover dataset/data_after/009/009_282_DSC_0297_aft.JPG,leftover dataset/data_after/009/009_283_DSC_0283_aft.JPG,lefood-0226,within_category_cyclic,training
lefood-0226,leftover dataset/data_after/009/009_283_DSC_0283_aft.JPG,leftover dataset/data_after/009/009_284_DSC_0265_aft.JPG,lefood-0227,within_category_cyclic,training
lefood-0227,leftover dataset/data_after/009/009_284_DSC_0265_aft.JPG,leftover dataset/data_after/025/025_392_DSC_0261_aft.JPG,lefood-0434,same_fold_singleton_swap_donor_preimage,training
lefood-0228,leftover dataset/data_after/010/010_185_DSC_0423_aft.JPG,leftover dataset/data_after/010/010_186_DSC_0414_aft.JPG,lefood-0229,within_category_cyclic,training
lefood-0229,leftover dataset/data_after/010/010_186_DSC_0414_aft.JPG,leftover dataset/data_after/010/010_187_DSC_0388_aft.JPG,lefood-0230,within_category_cyclic,training
lefood-0230,leftover dataset/data_after/010/010_187_DSC_0388_aft.JPG,leftover dataset/data_after/010/010_188_DSC_0417_aft.JPG,lefood-0231,within_category_cyclic,training
lefood-0231,leftover dataset/data_after/010/010_188_DSC_0417_aft.JPG,leftover dataset/data_after/010/010_189_DSC_0394_aft.JPG,lefood-0232,within_category_cyclic,training
lefood-0232,leftover dataset/data_after/010/010_189_DSC_0394_aft.JPG,leftover dataset/data_after/010/010_190_DSC_0408_aft.JPG,lefood-0233,within_category_cyclic,training
lefood-0233,leftover dataset/data_after/010/010_190_DSC_0408_aft.JPG,leftover dataset/data_after/010/010_191_DSC_0404_aft.JPG,lefood-0234,within_category_cyclic,training
lefood-0234,leftover dataset/data_after/010/010_191_DSC_0404_aft.JPG,leftover dataset/data_after/010/010_192_DSC_0397_aft.JPG,lefood-0235,within_category_cyclic,training
lefood-0235,leftover dataset/data_after/010/010_192_DSC_0397_aft.JPG,leftover dataset/data_after/010/010_193_DSC_0385_aft.JPG,lefood-0236,within_category_cyclic,training
lefood-0236,leftover dataset/data_after/010/010_193_DSC_0385_aft.JPG,leftover dataset/data_after/010/010_185_DSC_0423_aft.JPG,lefood-0228,within_category_cyclic,training
lefood-0237,leftover dataset/data_after/011/011_194_DSC_0511_aft.JPG,leftover dataset/data_after/011/011_195_DSC_0506_aft.JPG,lefood-0238,within_category_cyclic,training
lefood-0238,leftover dataset/data_after/011/011_195_DSC_0506_aft.JPG,leftover dataset/data_after/011/011_196_DSC_0475_aft.JPG,lefood-0239,within_category_cyclic,training
lefood-0239,leftover dataset/data_after/011/011_196_DSC_0475_aft.JPG,leftover dataset/data_after/011/011_197_DSC_0480_aft.JPG,lefood-0240,within_category_cyclic,training
lefood-0240,leftover dataset/data_after/011/011_197_DSC_0480_aft.JPG,leftover dataset/data_after/011/011_198_DSC_0473_aft.JPG,lefood-0241,within_category_cyclic,training
lefood-0241,leftover dataset/data_after/011/011_198_DSC_0473_aft.JPG,leftover dataset/data_after/011/011_199_DSC_0497_aft.JPG,lefood-0242,within_category_cyclic,training
lefood-0242,leftover dataset/data_after/011/011_199_DSC_0497_aft.JPG,leftover dataset/data_after/011/011_200_DSC_0500_aft.JPG,lefood-0243,within_category_cyclic,training
lefood-0243,leftover dataset/data_after/011/011_200_DSC_0500_aft.JPG,leftover dataset/data_after/011/011_201_DSC_0487_aft.JPG,lefood-0244,within_category_cyclic,training
lefood-0244,leftover dataset/data_after/011/011_201_DSC_0487_aft.JPG,leftover dataset/data_after/011/011_202_DSC_0490_aft.JPG,lefood-0245,within_category_cyclic,training
lefood-0245,leftover dataset/data_after/011/011_202_DSC_0490_aft.JPG,leftover dataset/data_after/011/011_285_DSC_0394_aft.JPG,lefood-0246,within_category_cyclic,training
lefood-0246,leftover dataset/data_after/011/011_285_DSC_0394_aft.JPG,leftover dataset/data_after/011/011_286_DSC_0388_aft.JPG,lefood-0247,within_category_cyclic,training
lefood-0247,leftover dataset/data_after/011/011_286_DSC_0388_aft.JPG,leftover dataset/data_after/011/011_287_DSC_0392_aft.JPG,lefood-0248,within_category_cyclic,training
lefood-0248,leftover dataset/data_after/011/011_287_DSC_0392_aft.JPG,leftover dataset/data_after/011/011_288_DSC_0370_aft.JPG,lefood-0249,within_category_cyclic,training
lefood-0249,leftover dataset/data_after/011/011_288_DSC_0370_aft.JPG,leftover dataset/data_after/011/011_289_DSC_0374_aft.JPG,lefood-0250,within_category_cyclic,training
lefood-0250,leftover dataset/data_after/011/011_289_DSC_0374_aft.JPG,leftover dataset/data_after/011/011_290_DSC_0360_aft.JPG,lefood-0251,within_category_cyclic,training
lefood-0251,leftover dataset/data_after/011/011_290_DSC_0360_aft.JPG,leftover dataset/data_after/011/011_291_DSC_0399_aft.JPG,lefood-0252,within_category_cyclic,training
lefood-0252,leftover dataset/data_after/011/011_291_DSC_0399_aft.JPG,leftover dataset/data_after/011/011_292_DSC_0363_aft.JPG,lefood-0253,within_category_cyclic,training
lefood-0253,leftover dataset/data_after/011/011_292_DSC_0363_aft.JPG,leftover dataset/data_after/011/011_293_DSC_0379_aft.JPG,lefood-0254,within_category_cyclic,training
lefood-0254,leftover dataset/data_after/011/011_293_DSC_0379_aft.JPG,leftover dataset/data_after/011/011_194_DSC_0511_aft.JPG,lefood-0237,within_category_cyclic,training
lefood-0255,leftover dataset/data_after/012/012_204_DSC_0582_aft.JPG,leftover dataset/data_after/012/012_205_DSC_0575_aft.JPG,lefood-0256,within_category_cyclic,training
lefood-0256,leftover dataset/data_after/012/012_205_DSC_0575_aft.JPG,leftover dataset/data_after/012/012_207_DSC_0587_aft.JPG,lefood-0258,within_category_cyclic,training
lefood-0258,leftover dataset/data_after/012/012_207_DSC_0587_aft.JPG,leftover dataset/data_after/012/012_208_DSC_0594_aft.JPG,lefood-0259,within_category_cyclic,training
lefood-0259,leftover dataset/data_after/012/012_208_DSC_0594_aft.JPG,leftover dataset/data_after/012/012_209_DSC_0530_aft.JPG,lefood-0260,within_category_cyclic,training
lefood-0260,leftover dataset/data_after/012/012_209_DSC_0530_aft.JPG,leftover dataset/data_after/012/012_210_DSC_0534_aft.JPG,lefood-0261,within_category_cyclic,training
lefood-0261,leftover dataset/data_after/012/012_210_DSC_0534_aft.JPG,leftover dataset/data_after/012/012_294_DSC_0485_aft.JPG,lefood-0262,within_category_cyclic,training
lefood-0262,leftover dataset/data_after/012/012_294_DSC_0485_aft.JPG,leftover dataset/data_after/012/012_295_DSC_0483_aft.JPG,lefood-0263,within_category_cyclic,training
lefood-0263,leftover dataset/data_after/012/012_295_DSC_0483_aft.JPG,leftover dataset/data_after/012/012_296_DSC_0480_aft.JPG,lefood-0264,within_category_cyclic,training
lefood-0264,leftover dataset/data_after/012/012_296_DSC_0480_aft.JPG,leftover dataset/data_after/012/012_297_DSC_0457_aft.JPG,lefood-0265,within_category_cyclic,training
lefood-0265,leftover dataset/data_after/012/012_297_DSC_0457_aft.JPG,leftover dataset/data_after/012/012_298_DSC_0492_aft.JPG,lefood-0266,within_category_cyclic,training
lefood-0266,leftover dataset/data_after/012/012_298_DSC_0492_aft.JPG,leftover dataset/data_after/012/012_299_DSC_0498_aft.JPG,lefood-0267,within_category_cyclic,training
lefood-0267,leftover dataset/data_after/012/012_299_DSC_0498_aft.JPG,leftover dataset/data_after/012/012_300_DSC_0470_aft.JPG,lefood-0268,within_category_cyclic,training
lefood-0268,leftover dataset/data_after/012/012_300_DSC_0470_aft.JPG,leftover dataset/data_after/012/012_301_DSC_0464_aft.JPG,lefood-0269,within_category_cyclic,training
lefood-0269,leftover dataset/data_after/012/012_301_DSC_0464_aft.JPG,leftover dataset/data_after/012/012_302_DSC_0474_aft.JPG,lefood-0270,within_category_cyclic,training
lefood-0270,leftover dataset/data_after/012/012_302_DSC_0474_aft.JPG,leftover dataset/data_after/012/012_303_DSC_0460_aft.JPG,lefood-0271,within_category_cyclic,training
lefood-0271,leftover dataset/data_after/012/012_303_DSC_0460_aft.JPG,leftover dataset/data_after/012/012_204_DSC_0582_aft.JPG,lefood-0255,within_category_cyclic,training
lefood-0295,leftover dataset/data_after/014/014_223_DSC_0810_aft.JPG,leftover dataset/data_after/014/014_224_DSC_0788_aft.JPG,lefood-0296,within_category_cyclic,training
lefood-0296,leftover dataset/data_after/014/014_224_DSC_0788_aft.JPG,leftover dataset/data_after/014/014_225_DSC_0786_aft.JPG,lefood-0297,within_category_cyclic,training
lefood-0297,leftover dataset/data_after/014/014_225_DSC_0786_aft.JPG,leftover dataset/data_after/014/014_226_DSC_0760_aft.JPG,lefood-0298,within_category_cyclic,training
lefood-0298,leftover dataset/data_after/014/014_226_DSC_0760_aft.JPG,leftover dataset/data_after/014/014_227_DSC_0763_aft.JPG,lefood-0299,within_category_cyclic,training
lefood-0299,leftover dataset/data_after/014/014_227_DSC_0763_aft.JPG,leftover dataset/data_after/014/014_228_DSC_0795_aft.JPG,lefood-0300,within_category_cyclic,training
lefood-0300,leftover dataset/data_after/014/014_228_DSC_0795_aft.JPG,leftover dataset/data_after/014/014_229_DSC_0799_aft.JPG,lefood-0301,within_category_cyclic,training
lefood-0301,leftover dataset/data_after/014/014_229_DSC_0799_aft.JPG,leftover dataset/data_after/014/014_230_DSC_0768_aft.JPG,lefood-0302,within_category_cyclic,training
lefood-0302,leftover dataset/data_after/014/014_230_DSC_0768_aft.JPG,leftover dataset/data_after/014/014_231_DSC_0781_aft.JPG,lefood-0303,within_category_cyclic,training
lefood-0303,leftover dataset/data_after/014/014_231_DSC_0781_aft.JPG,leftover dataset/data_after/014/014_232_DSC_0771_aft.JPG,lefood-0304,within_category_cyclic,training
lefood-0304,leftover dataset/data_after/014/014_232_DSC_0771_aft.JPG,leftover dataset/data_after/014/014_233_DSC_0775_aft.JPG,lefood-0305,within_category_cyclic,training
lefood-0305,leftover dataset/data_after/014/014_233_DSC_0775_aft.JPG,leftover dataset/data_after/014/014_315_DSC_0638_aft.JPG,lefood-0306,within_category_cyclic,training
lefood-0306,leftover dataset/data_after/014/014_315_DSC_0638_aft.JPG,leftover dataset/data_after/014/014_316_DSC_0641_aft.JPG,lefood-0307,within_category_cyclic,training
lefood-0307,leftover dataset/data_after/014/014_316_DSC_0641_aft.JPG,leftover dataset/data_after/014/014_317_DSC_0635_aft.JPG,lefood-0308,within_category_cyclic,training
lefood-0308,leftover dataset/data_after/014/014_317_DSC_0635_aft.JPG,leftover dataset/data_after/014/014_223_DSC_0810_aft.JPG,lefood-0295,within_category_cyclic,training
lefood-0331,leftover dataset/data_after/016/016_320_DSC_0256_aft.JPG,leftover dataset/data_after/016/016_321_DSC_0247_aft.JPG,lefood-0332,within_category_cyclic,training
lefood-0332,leftover dataset/data_after/016/016_321_DSC_0247_aft.JPG,leftover dataset/data_after/016/016_322_DSC_0252_aft.JPG,lefood-0333,within_category_cyclic,training
lefood-0333,leftover dataset/data_after/016/016_322_DSC_0252_aft.JPG,leftover dataset/data_after/016/016_360_DSC_0196_aft.JPG,lefood-0334,within_category_cyclic,training
lefood-0334,leftover dataset/data_after/016/016_360_DSC_0196_aft.JPG,leftover dataset/data_after/016/016_379_DSC_0634_aft.JPG,lefood-0335,within_category_cyclic,training
lefood-0335,leftover dataset/data_after/016/016_379_DSC_0634_aft.JPG,leftover dataset/data_after/016/016_320_DSC_0256_aft.JPG,lefood-0331,within_category_cyclic,training
lefood-0341,leftover dataset/data_after/018/018_328_DSC_0513_aft.JPG,leftover dataset/data_after/018/018_329_DSC_0507_aft.JPG,lefood-0342,within_category_cyclic,training
lefood-0342,leftover dataset/data_after/018/018_329_DSC_0507_aft.JPG,leftover dataset/data_after/018/018_330_DSC_0498_aft.JPG,lefood-0343,within_category_cyclic,training
lefood-0343,leftover dataset/data_after/018/018_330_DSC_0498_aft.JPG,leftover dataset/data_after/018/018_331_DSC_0501_aft.JPG,lefood-0344,within_category_cyclic,training
lefood-0344,leftover dataset/data_after/018/018_331_DSC_0501_aft.JPG,leftover dataset/data_after/018/018_328_DSC_0513_aft.JPG,lefood-0341,within_category_cyclic,training
lefood-0345,leftover dataset/data_after/019/019_332_DSC_0584_aft.JPG,leftover dataset/data_after/019/019_333_DSC_0576_aft.JPG,lefood-0346,within_category_cyclic,training
lefood-0346,leftover dataset/data_after/019/019_333_DSC_0576_aft.JPG,leftover dataset/data_after/019/019_335_DSC_0597_aft.JPG,lefood-0348,within_category_cyclic,training
lefood-0348,leftover dataset/data_after/019/019_335_DSC_0597_aft.JPG,leftover dataset/data_after/019/019_345_DSC_0883_aft.JPG,lefood-0349,within_category_cyclic,training
lefood-0349,leftover dataset/data_after/019/019_345_DSC_0883_aft.JPG,leftover dataset/data_after/019/019_346_DSC_0905_aft.JPG,lefood-0350,within_category_cyclic,training
lefood-0350,leftover dataset/data_after/019/019_346_DSC_0905_aft.JPG,leftover dataset/data_after/019/019_347_DSC_0887_aft.JPG,lefood-0351,within_category_cyclic,training
lefood-0351,leftover dataset/data_after/019/019_347_DSC_0887_aft.JPG,leftover dataset/data_after/019/019_349_DSC_0894_aft.JPG,lefood-0353,within_category_cyclic,training
lefood-0353,leftover dataset/data_after/019/019_349_DSC_0894_aft.JPG,leftover dataset/data_after/019/019_355_DSC_0099_aft.JPG,lefood-0354,within_category_cyclic,training
lefood-0354,leftover dataset/data_after/019/019_355_DSC_0099_aft.JPG,leftover dataset/data_after/019/019_356_DSC_0103_aft.JPG,lefood-0355,within_category_cyclic,training
lefood-0355,leftover dataset/data_after/019/019_356_DSC_0103_aft.JPG,leftover dataset/data_after/019/019_357_DSC_0123_aft.JPG,lefood-0356,within_category_cyclic,training
lefood-0356,leftover dataset/data_after/019/019_357_DSC_0123_aft.JPG,leftover dataset/data_after/019/019_359_DSC_0109_aft.JPG,lefood-0358,within_category_cyclic,training
lefood-0358,leftover dataset/data_after/019/019_359_DSC_0109_aft.JPG,leftover dataset/data_after/019/019_369_DSC_0494_aft.JPG,lefood-0359,within_category_cyclic,training
lefood-0359,leftover dataset/data_after/019/019_369_DSC_0494_aft.JPG,leftover dataset/data_after/019/019_370_DSC_0499_aft.JPG,lefood-0360,within_category_cyclic,training
lefood-0360,leftover dataset/data_after/019/019_370_DSC_0499_aft.JPG,leftover dataset/data_after/019/019_371_DSC_0461_aft.JPG,lefood-0361,within_category_cyclic,training
lefood-0361,leftover dataset/data_after/019/019_371_DSC_0461_aft.JPG,leftover dataset/data_after/019/019_332_DSC_0584_aft.JPG,lefood-0345,within_category_cyclic,training
lefood-0362,leftover dataset/data_after/020/020_339_DSC_0804_aft.JPG,leftover dataset/data_after/020/020_340_DSC_0809_aft.JPG,lefood-0363,within_category_cyclic,training
lefood-0363,leftover dataset/data_after/020/020_340_DSC_0809_aft.JPG,leftover dataset/data_after/020/020_341_DSC_0785_aft.JPG,lefood-0364,within_category_cyclic,training
lefood-0364,leftover dataset/data_after/020/020_341_DSC_0785_aft.JPG,leftover dataset/data_after/020/020_342_DSC_0794_aft.JPG,lefood-0365,within_category_cyclic,training
lefood-0365,leftover dataset/data_after/020/020_342_DSC_0794_aft.JPG,leftover dataset/data_after/020/020_343_DSC_0800_aft.JPG,lefood-0366,within_category_cyclic,training
lefood-0366,leftover dataset/data_after/020/020_343_DSC_0800_aft.JPG,leftover dataset/data_after/020/020_344_DSC_0780_aft.JPG,lefood-0367,within_category_cyclic,training
lefood-0367,leftover dataset/data_after/020/020_344_DSC_0780_aft.JPG,leftover dataset/data_after/020/020_339_DSC_0804_aft.JPG,lefood-0362,within_category_cyclic,training
lefood-0381,leftover dataset/data_after/022/022_380_DSC_0031_aft.JPG,leftover dataset/data_after/022/022_456_DSC_0882_aft.JPG,lefood-0382,within_category_cyclic,training
lefood-0382,leftover dataset/data_after/022/022_456_DSC_0882_aft.JPG,leftover dataset/data_after/022/022_457_DSC_0912_aft.JPG,lefood-0383,within_category_cyclic,training
lefood-0383,leftover dataset/data_after/022/022_457_DSC_0912_aft.JPG,leftover dataset/data_after/022/022_459_DSC_0875_aft.JPG,lefood-0385,within_category_cyclic,training
lefood-0385,leftover dataset/data_after/022/022_459_DSC_0875_aft.JPG,leftover dataset/data_after/022/022_460_DSC_0874_aft.JPG,lefood-0386,within_category_cyclic,training
lefood-0386,leftover dataset/data_after/022/022_460_DSC_0874_aft.JPG,leftover dataset/data_after/022/022_461_DSC_0869_aft.JPG,lefood-0387,within_category_cyclic,training
lefood-0387,leftover dataset/data_after/022/022_461_DSC_0869_aft.JPG,leftover dataset/data_after/022/022_380_DSC_0031_aft.JPG,lefood-0381,within_category_cyclic,training
lefood-0388,leftover dataset/data_after/023/023_381_DSC_0106_aft.JPG,leftover dataset/data_after/023/023_382_DSC_0093_aft.JPG,lefood-0389,within_category_cyclic,training
lefood-0389,leftover dataset/data_after/023/023_382_DSC_0093_aft.JPG,leftover dataset/data_after/023/023_384_DSC_0083_aft.JPG,lefood-0391,within_category_cyclic,training
lefood-0391,leftover dataset/data_after/023/023_384_DSC_0083_aft.JPG,leftover dataset/data_after/023/023_385_DSC_0080_aft.JPG,lefood-0392,within_category_cyclic,training
lefood-0392,leftover dataset/data_after/023/023_385_DSC_0080_aft.JPG,leftover dataset/data_after/023/023_386_DSC_0090_aft.JPG,lefood-0393,within_category_cyclic,training
lefood-0393,leftover dataset/data_after/023/023_386_DSC_0090_aft.JPG,leftover dataset/data_after/023/023_387_DSC_0076_aft.JPG,lefood-0394,within_category_cyclic,training
lefood-0394,leftover dataset/data_after/023/023_387_DSC_0076_aft.JPG,leftover dataset/data_after/023/023_388_DSC_0104_aft.JPG,lefood-0395,within_category_cyclic,training
lefood-0395,leftover dataset/data_after/023/023_388_DSC_0104_aft.JPG,leftover dataset/data_after/023/023_429_DSC_0589_aft.JPG,lefood-0396,within_category_cyclic,training
lefood-0396,leftover dataset/data_after/023/023_429_DSC_0589_aft.JPG,leftover dataset/data_after/023/023_430_DSC_0596_aft.JPG,lefood-0397,within_category_cyclic,training
lefood-0397,leftover dataset/data_after/023/023_430_DSC_0596_aft.JPG,leftover dataset/data_after/023/023_432_DSC_0535_aft.JPG,lefood-0398,within_category_cyclic,training
lefood-0398,leftover dataset/data_after/023/023_432_DSC_0535_aft.JPG,leftover dataset/data_after/023/023_477_DSC_0092_aft.JPG,lefood-0399,within_category_cyclic,training
lefood-0399,leftover dataset/data_after/023/023_477_DSC_0092_aft.JPG,leftover dataset/data_after/023/023_478_DSC_0070_aft.JPG,lefood-0400,within_category_cyclic,training
lefood-0400,leftover dataset/data_after/023/023_478_DSC_0070_aft.JPG,leftover dataset/data_after/023/023_479_DSC_0083_aft.JPG,lefood-0401,within_category_cyclic,training
